latitude,longitude,snow_thickness
78.256037167,16.198880667,0.898444969074502
78.256047833,16.1990275,0.9538550711586145
78.256047833,16.1990275,0.9041314159278216
78.256058833,16.199171,0.9351451423878508
78.256058833,16.199171,0.9322198531956636
78.25607,16.199310667,0.9292945640034768
78.25607,16.199310667,1.0538892362876957
78.256081667,16.199457167,1.0850402820744902
78.256081667,16.199457167,1.0572339933961592
78.256092667,16.19961,1.01732183336991
78.256092667,16.19961,0.9774096733436606
78.256103333,16.199762,1.0004091873520913
78.256103333,16.199762,1.0236713962049098
78.256113667,16.199913333,1.0161159764437435
78.256113667,16.199913333,1.0771629693958205
78.256124333,16.200061,1.028973540587179
78.256124333,16.200061,0.908760988610488
78.2561345,16.200206167,0.8822384319593981
78.2561345,16.200206167,0.937152474962694
78.256143667,16.200353833,1.0000972753879682
78.256143667,16.200353833,0.93748815656062
78.256153167,16.200502833,0.9913122405473518
78.256153167,16.200502833,0.98005072261673
78.256163,16.200653333,1.020610999957728
78.256163,16.200653333,1.0673042249533071
78.256172833,16.200807333,1.0652526729806715
78.256172833,16.200807333,1.063201121008036
78.256183,16.200959833,1.072002522436868
78.256183,16.200959833,1.0734719794865804
78.256193833,16.201113333,1.0754219071222098
78.256193833,16.201113333,1.0556381594062494
78.256204,16.201264333,1.0105829016411445
78.256204,16.201264333,0.9845479855422404
78.256215333,16.201415833,1.0133825975978734
78.256215333,16.201415833,1.0222733141352491
78.2562265,16.201567333,0.997659420655876
78.2562265,16.201567333,0.9808164608467056
78.256237333,16.201721667,0.979709677757702
78.256237333,16.201721667,0.9786028946686982
78.2562475,16.201879833,0.964620220717986
78.2562475,16.201879833,0.9313190707164748
78.256257,16.2020375,1.0205612723288442
78.256257,16.2020375,1.0618627169353398
78.256268333,16.202197333,0.928951620836892
78.256268333,16.202197333,0.8368811026203209
78.2562785,16.202361,0.8233648648826755
78.2562785,16.202361,0.8326000968107561
78.256288833,16.202528167,0.8308911087605049
78.256288833,16.202528167,0.8336363648538188
78.256300167,16.202696333,0.8363816209471324
78.256300167,16.202696333,0.835643753891216
78.256311333,16.202866,0.837804575355316
78.256311333,16.202866,0.859680543965502
78.256322167,16.203030167,0.8621486470952184
78.256322167,16.203030167,0.912720120546636
78.2563335,16.203185833,0.907499668694218
78.2563335,16.203185833,0.9193864932887514
78.256343833,16.203341833,0.9702841004746724
78.256343833,16.203341833,0.9503108570019894
78.256352167,16.203496,0.9210789686822108
78.256352167,16.203496,0.8961763491796142
78.256358833,16.20365,0.91414593828864
78.256358833,16.20365,0.9854543915944798
78.256365667,16.203804333,1.0109571223968097
78.256365667,16.203804333,0.9925948612031414
78.256373833,16.203959333,0.9424202754755708
78.256373833,16.203959333,0.9766118600271264
78.2563815,16.204115167,1.0031553498070191
78.2563815,16.204115167,1.0131474388633424
78.256390833,16.204271667,0.9937157416434244
78.256390833,16.204271667,0.9684466864712512
78.256399667,16.2044295,0.9346461134504832
78.256399667,16.2044295,0.9608600259657109
78.2564085,16.204587,0.9821819308656728
